"","title_c","sum_c","score_c"
"2140","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2141","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2142","선선한 이야기","프리랜선선","9.68"
"2143","일상견문록","다른나라 일상이야기","9.85"
"2144","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2145","카나와 초나의 독일","독일 유학 생존기","9.89"
"2146","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2147","다 이아리","데이트폭력에 관하여","9.84"
"2148","식인귀","괴물이 보인다","9.77"
"2149","저승파견고용직","기묘한 만화","9.92"
"2150","검은 늑대","검은 늑대","9.87"
"2151","제목이 7080 만화","7080 이야기","9.90"
"2152","하루와 모레","일상 이야기 :)","9.68"
"2153","올어바웃 You","봉카의 외노자인생","9.87"
"2154","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2155","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2156","외국 in 한국","영국인의한국생활","9.87"
"2157","중딩툰","중딩이 그리는 웹툰","9.46"
"2158","파리스의 선택","그리스 신화 회귀물","9.93"
"2159","아옹아옹","두식이 냥육일기","9.92"
"2160","A - STUDENT(모범생)","사악한 본성","9.83"
"2161","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2162","홈 스윗 홈","네식구 사는 이야기","9.85"
"2163","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2164","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2165","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2166","선선한 이야기","프리랜선선","9.68"
"2167","일상견문록","다른나라 일상이야기","9.85"
"2168","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2169","카나와 초나의 독일","독일 유학 생존기","9.89"
"2170","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2171","다 이아리","데이트폭력에 관하여","9.84"
"2172","식인귀","괴물이 보인다","9.77"
"2173","저승파견고용직","기묘한 만화","9.92"
"2174","검은 늑대","검은 늑대","9.87"
"2175","제목이 7080 만화","7080 이야기","9.90"
"2176","하루와 모레","일상 이야기 :)","9.68"
"2177","올어바웃 You","봉카의 외노자인생","9.87"
"2178","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2179","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2180","외국 in 한국","영국인의한국생활","9.87"
"2181","중딩툰","중딩이 그리는 웹툰","9.46"
"2182","파리스의 선택","그리스 신화 회귀물","9.93"
"2183","아옹아옹","두식이 냥육일기","9.92"
"2184","A - STUDENT(모범생)","사악한 본성","9.83"
"2185","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2186","홈 스윗 홈","네식구 사는 이야기","9.85"
"2187","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2188","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2189","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2190","선선한 이야기","프리랜선선","9.68"
"2191","일상견문록","다른나라 일상이야기","9.85"
"2192","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2193","카나와 초나의 독일","독일 유학 생존기","9.89"
"2194","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2195","다 이아리","데이트폭력에 관하여","9.84"
"2196","식인귀","괴물이 보인다","9.77"
"2197","저승파견고용직","기묘한 만화","9.92"
"2198","검은 늑대","검은 늑대","9.87"
"2199","제목이 7080 만화","7080 이야기","9.90"
"2200","하루와 모레","일상 이야기 :)","9.68"
"2201","올어바웃 You","봉카의 외노자인생","9.87"
"2202","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2203","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2204","외국 in 한국","영국인의한국생활","9.87"
"2205","중딩툰","중딩이 그리는 웹툰","9.46"
"2206","파리스의 선택","그리스 신화 회귀물","9.93"
"2207","아옹아옹","두식이 냥육일기","9.92"
"2208","A - STUDENT(모범생)","사악한 본성","9.83"
"2209","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2210","홈 스윗 홈","네식구 사는 이야기","9.85"
"2211","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2212","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2213","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2214","선선한 이야기","프리랜선선","9.68"
"2215","일상견문록","다른나라 일상이야기","9.85"
"2216","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2217","카나와 초나의 독일","독일 유학 생존기","9.89"
"2218","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2219","다 이아리","데이트폭력에 관하여","9.84"
"2220","식인귀","괴물이 보인다","9.77"
"2221","저승파견고용직","기묘한 만화","9.92"
"2222","검은 늑대","검은 늑대","9.87"
"2223","제목이 7080 만화","7080 이야기","9.90"
"2224","하루와 모레","일상 이야기 :)","9.68"
"2225","올어바웃 You","봉카의 외노자인생","9.87"
"2226","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2227","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2228","외국 in 한국","영국인의한국생활","9.87"
"2229","중딩툰","중딩이 그리는 웹툰","9.46"
"2230","파리스의 선택","그리스 신화 회귀물","9.93"
"2231","아옹아옹","두식이 냥육일기","9.92"
"2232","A - STUDENT(모범생)","사악한 본성","9.83"
"2233","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2234","홈 스윗 홈","네식구 사는 이야기","9.85"
"2235","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2236","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2237","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2238","선선한 이야기","프리랜선선","9.68"
"2239","일상견문록","다른나라 일상이야기","9.85"
"2240","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2241","카나와 초나의 독일","독일 유학 생존기","9.89"
"2242","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2243","다 이아리","데이트폭력에 관하여","9.84"
"2244","식인귀","괴물이 보인다","9.77"
"2245","저승파견고용직","기묘한 만화","9.92"
"2246","검은 늑대","검은 늑대","9.87"
"2247","제목이 7080 만화","7080 이야기","9.90"
"2248","하루와 모레","일상 이야기 :)","9.68"
"2249","올어바웃 You","봉카의 외노자인생","9.87"
"2250","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2251","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2252","외국 in 한국","영국인의한국생활","9.87"
"2253","중딩툰","중딩이 그리는 웹툰","9.46"
"2254","파리스의 선택","그리스 신화 회귀물","9.93"
"2255","아옹아옹","두식이 냥육일기","9.92"
"2256","A - STUDENT(모범생)","사악한 본성","9.83"
"2257","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2258","홈 스윗 홈","네식구 사는 이야기","9.85"
"2259","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2260","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2261","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2262","선선한 이야기","프리랜선선","9.68"
"2263","일상견문록","다른나라 일상이야기","9.85"
"2264","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2265","카나와 초나의 독일","독일 유학 생존기","9.89"
"2266","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2267","다 이아리","데이트폭력에 관하여","9.84"
"2268","식인귀","괴물이 보인다","9.77"
"2269","저승파견고용직","기묘한 만화","9.92"
"2270","검은 늑대","검은 늑대","9.87"
"2271","제목이 7080 만화","7080 이야기","9.90"
"2272","하루와 모레","일상 이야기 :)","9.68"
"2273","올어바웃 You","봉카의 외노자인생","9.87"
"2274","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2275","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2276","외국 in 한국","영국인의한국생활","9.87"
"2277","중딩툰","중딩이 그리는 웹툰","9.46"
"2278","파리스의 선택","그리스 신화 회귀물","9.93"
"2279","아옹아옹","두식이 냥육일기","9.92"
