"","comicName","comicSummary","comicGrade"
"63","중등 생활 보고서","현실 중딩 보고서","8.97  "
"64","누나의 이중생활","이중생활이 시작됐다","9.93  "
"65","좋은개 나쁜개 이상한개","강아지 사회화 교육","9.81  "
"66","몬스터 커맨더F","몬스터 판타지","9.90  "
"67","고양이로 살고 있습니다","고양이 지식, 일상","9.91  "
"68","그레이스","최초의간호사이야기","9.84  "
"69","채식주의자의 애완채소","스릴러, 리메이크중","9.86  "
"70","여우자매","일상판타지 시대극","9.94  "
"71","우리집 강아지는 복슬강아지","댕댕이와의 일상:3","9.94  "
"72","지나온 길","그들의 학창시절","9.64  "
"73","저승 화랑전","악덕 상사와 나","9.93  "
"74","엘카림이 들어줄게!","SF+판타지 액션.","9.70  "
"75","강가네","사남매 가족 적응기","9.91  "
"76","마이동풍","달콤살벌청춘로맨스","9.21  "
"77","시간의 뒷면","위험한 시간여행","9.51  "
"78","이상과 현실","일상의 철학","9.92  "
"79","길고양이 행진","덩치 큰 고양이.","9.91  "
"80","우리는 예상치 못하게","그럴 때가 있잖아요","9.93  "
"81","너를 만나다","어느날 너를 만나다","9.91  "
"82","사라생전","김서방과 판타지","9.89  "
"83","안녕, 나의 길고양이","길고양이와 공대생","9.94  "
"84","나의 비거니즘 만화","비건의 일상","7.70  "
"85","아마데우스","살인연극의 개막","9.84  "
"86","존버닥터","섬탈출까지 존버해라","9.73  "
"87","랜드라이프","상어의 육지 생활","9.92  "
"88","게임에 접속했습니다!","게임하는 고딩들","9.90  "
"89","우리는 친한친구","친한친구 이야기","9.63  "
"90","수의사 그리는 미대생","수의사&미대생의 삶","9.83  "
"91","남의 집 귀한 자식","너무 친절한 그녀","9.76  "
"92","만화 임진왜란","쉽게 보는 임진왜란","9.77  "
"93","범이올시다!","방실의 범집사 일기","9.91  "
"94","이리(iri)","윤회판타지/자유연재","9.59  "
"95","이상한 사무실","디자인 회사 이야기","9.76  "
"96","오늘도 그래고래","귀여움으로 승부한다","9.93  "
"97","여자 공수혁","수혁이 학원기","9.94  "
"98","이데아 프로젝트","능력자 판타지","9.80  "
"99","런어웨이","초능력 소녀,그의 소유물이 되다","9.83  "
"100","곰팡남녀","보통의 경계","9.91  "
"101","견우화","부도덕한 도사","9.92  "
"102","판타지 TV","판타지의 인터넷방송","9.76  "
"103","로단테","판타지 활극 드라마","9.88  "
"104","더 익스트림","TheExtreme","9.65  "
"105","스크류 드라이버","나사돌리는그거 아님","9.92  "
"106","쉼터에 살았다","쉼터 생활툰","9.94  "
"107","일찍 자고 일찍 일어나기","아침형 뱀파이어","9.94  "
"108","은룡여린설","신과 인간의 이야기","9.92  "
"109","냥만연애툰","귀욤뽀짝 깨알개그툰","9.58  "
"110","지극히 평범한 생활","말만 평범한 일상툰","9.91  "
"111","그녀의 시크릿 사운드","판타지 로맨스","9.85  "
"112","수영만화일기","저질체력,수영-하다","9.89  "
"113","쓰레기 머학생","답없는 대학생 일상","9.87  "
"114","치즈범벅","치즈고양이형제 일상","9.84  "
"115","타인 행성 표류기","공감 개그 일상툰","9.85  "
"116","더 리턴","왜 우린 달라?","9.79  "
"117","완벽한 이별","사랑은 뭘까?","9.85  "
"118","산군대잔치","산군의 일상툰","9.93  "
"119","웰시네 부부에세이","삶 고찰 그림에세이","9.57  "
"120","개인사생활","죽고 나서야 갖게 된 안정적인 삶","9.67  "
"121","어바웃 페이스","10대들의이야기","9.41  "
"122","오늘도 먹음머금","밥 먹는 두 친구","9.89  "
"123","마족사제","사제님은 마족?","9.93  "
"124","하나밖에 안 보여!","오직 하나 주세요!","9.89  "
"125","여의도","여의도 좀비서바이벌","9.76  "
"126","천사는 야옹","고양이가 사실 천사","9.88  "
"127","운명같은 소리하네","나와 이어진 운명은","9.93  "
"128","국화야","동화 속 뒷 이야기","9.41  "
"129","엑스트라 Z씨","Z씨의 발버둥","9.93  "
"130","내 이름을 불러줘","엄마인 삶에서 여성의 삶으로 성장하는 스토리","9.80  "
"131","너구리네 육아일기","육아일기","9.85  "
"132","유진의 환상특급열차","유진의 여행기","9.92  "
"133","아파트용사","아싸인생 이세계로!","9.36  "
"134","틈","틈을파고드는 이야기","9.84  "
"135","크리그","완결","9.82  "
"136","봉츄자매라옹","10살차 고양이자매","9.79  "
"137","바람따라 물따라","역사인물만화","9.72  "
"138","천진난만 하루","천진이의 일상이야기","9.94  "
"139","쿤도브라더스","개와 고양이의 동거","9.92  "
"140","엔드시즌","초딩들의 야구","9.75  "
"141","찔레꽃그너머","임진왜란과 서민의삶","9.85  "
"142","서유기 : 손오공의 모험","손오공의 서천여행기","9.60  "
"143","오늘밤 야식을 먹는다","오늘밤 야식 어때?","9.47  "
"144","투지만발 슈트라이텐","열혈 로봇물!","9.19  "
"145","소피아가 머리카락을 쓸어넘길 때","학원 일상 추리","9.90  "
"146","무엇이든 그려드립니닷!","무엇이든그려드립니닷","9.90  "
"147","사랑하는 계절","자유연재","9.75  "
"148","보이지 않는 사람","보이지 않는 사랑","9.08  "
"149","하루만 네가 되고 싶어","로맨스판타지","9.90  "
"150","너는 나의 나는 너의 수호천사","개그로맨스판타지","9.82  "
"151","찌질이의 아프리카 라이프","아프리카 취업이야기","9.94  "
"152","우주n은하","우주에서 온 소녀들","9.87  "
"153","연애노트","솔로탈출연애프로젝트","8.94  "
"154","수화 배우는 만화","수어배우는사람","9.89  "
"155","긴생머리","과거와 갈등..연애","9.50  "
"156","나의 영원한","덕메이트가 생기다","9.68  "
"157","마이데이","순정,학업로맨스","9.69  "
"158","나비를 찾아서","우리는 마녀다!","9.90  "
"159","발버둥치다","우울증 이야기","9.91  "
"160","로그 아일","판타지 생존기","9.78  "
"161","[세계여행이야기]World Travel Diary","세계여행이야기","9.89  "
"162","기계인(機械人)","인간과 AI의 전쟁","9.67  "
"163","사쟈툰","사쟈를 그립니다.","8.81  "
"164","자각몽","자각몽을 꾸는 소녀","9.88  "
"165","빨간 물고기","엄마에 대한 애증","9.84  "
"166","원인탐구생활: 아리보리","육묘일기","9.90  "
"167","마물전담부대","마물을 사냥하는부대","9.91  "
"168","구나의 그랬구나","어린이집 교사냥이","9.93  "
"169","스쿨워터","학교물","9.72  "
"170","꽃밭에서","잊어버린 것","9.92  "
"171","설레이는 나날","고양이 반려일상!","9.90  "
"172","왕후의 제국","고구려의 우씨 왕후","9.79  "
"173","도화","동양 액션 판타지.","9.88  "
"174","싸카소녀","소녀들의 스뽀오츠!","9.88  "
"175","브레인 스톰","기억들의 배틀로얄","9.93  "
"176","알콜일기","취할것같은 이야기!","9.87  "
"177","사소한 일로 계약","사소한 걸로 계약함","9.53  "
"178","아버지 이야기","아버지가 들려주는","9.85  "
"179","프리즘","무의식의 색","9.92  "
"180","나를 찾아줘","의사와 의대생","9.44  "
"181","신의 마녀","자칭마녀와신비한소년","9.91  "
"182","심연","비윤리적인 실험","9.78  "
"183","러비스LUVIS","넌 너대로 빛나!","9.80  "
"184","파도를 삼킨 어항","달빛섬의 비밀","9.74  "
"185","DJ 카일하우스","DJ아빠와 중2아들","9.83  "
"186","특이점 2045","A.I.로봇VS인간","9.91  "
"187","숲의 향연","으로 초대합니다.","9.84  "
"188","윤이나는남자","여자같은 남자","9.52  "
"189","사도 신여랑傳","초 자유연재 입니다","9.59  "
"190","마음의 온도","마음의 온도","9.88  "
"191","이상한 봄","퀴어한 관계 이야기","9.59  "
"192","픽셔너","그들의 이상한 일상","9.72  "
"193","빈센트","21세기 한국판타지","9.77  "
"194","그래도 하루는","희노애락 투병일기","9.93  "
"195","아파지는 중입니다","청춘남녀 성장로맨스","9.75  "
"196","자체공강","대학물인척하는 만화","9.91  "
"197","바보요정 웽","바보요정Wooeng","9.89  "
"198","백일몽화원","7,17,27일연재","9.72  "
"199","CAFE_쉬어가게","누구나 쉬어가는 곳","9.90  "
"200","이상한 낙원의 넬리쉬","이세계? 이상세계!","9.72  "
"201","복학생 정순이","22살 복학생","9.89  "
"202","시험 합격자","부자들의 학교","9.03  "
"203","1인 크리에이터","유X버 & bXj","8.99  "
"204","개시","광해군과 김개시의政","9.89  "
"205","솔로의 연애","연애할 수 있을까~","9.93  "
"206","신속한 세계","판타지 모험 만화","9.24  "
"207","파차마마의 마법","위험천만 남미여행기","9.88  "
"208","원더키퍼","너를 지키는","9.93  "
"209","크림슨 크로스","희망의 가치.","9.74  "
"210","육식 토끼","평범 콤플렉스 토끼","9.89  "
"211","현세이의 보이는 라디오","현세이입니다!","9.91  "
"212","도깨비불","요괴액션판타지","9.68  "
"213","전지적덕후시점","나의 덕질 라이프","9.61  "
"214","개판오분전","방과후고교생활이야기","9.77  "
"215","해동요","동양 판타지 서사극","9.34  "
"216","순진한 로웰씨","회사로망 일상툰★","9.86  "
"217","그림자게임","시즌2 시작합니다.","9.88  "
"218","지금은 여관주인!!","판타지속 여관이야기","9.92  "
"219","IDOL","전지적 연습생 시점","9.60  "
"220","언니","언니만화(완결)","9.89  "
"221","그를 좋아한다","그는 누구일까","9.71  "
"222","3구역 숲","코아의 특별함","9.49  "
"223","우주의 수호천사","우주의 수호천사!","9.88  "
"224","멜팅 포인트","","9.78  "
"225","등교하는 근식이","목숨을 건 개근일기","9.89  "
"226","슬픔을 먹는 남자","성장물,감성,판타지","9.92  "
"227","미용사 : LOST HERO","전직용사현직미용사!","9.72  "
"228","어느 남고생의 하루","말하는강아지와의일상","9.89  "
"229","소녀가 여행하는 법 2 베트남 프렌즈 여행기","여행장려웹툰","9.86  "
"230","당신의 한 순간","#심리#영혼#힐링","9.78  "
"231","달콤한 비밀 연애","사내연애 후  일상","9.67  "
"232","루이와 졸개들 R","나만알고싶은 양아치","9.79  "
"233","시크릿가족","성교육웹툰!!","9.88  "
"234","그날, 우리들의 여름.","격주 연재합니다.","9.85  "
"235","네가 꿈꾸는 동안에","꿈으로 드러난 범죄","9.92  "
"236","다시 돌아온","다시 돌아온","9.74  "
"237","헌트","어디에 있는가","9.64  "
"238","리프로듀싱","내가 여자 아이돌?","9.60  "
"239","나는 부활 마법을 가졌다","부활판타지","9.86  "
"240","Twins Love Story (트윈스 러브 스토리)","쌍둥이의 사랑이야기","9.87  "
"241","인더하우스","동거 로맨스","9.84  "
"242","만가","란의 성장 판타지.","9.48  "
"243","마법약사","포션장사하는 이야기","9.95  "
"244","멋도모르는여자","일상부부툰","9.83  "
"245","뚜바비앙","뚜바비앙","9.90  "
"246","감각의 어빌러티","감각능력으로싸운다!","9.87  "
"247","3번째 도막","개그 일상 이야기","9.88  "
"248","소금물 방","오피스 블록버스터","9.86  "
"249","정글짐 위에 올라","우리의 초딩 시절","9.91  "
"250","불편해요, 선배님!","캠퍼스 로맨스","9.93  "
"251","천상대전","천상대전","9.87  "
"252","횡설수설 다이어리","40대 가장의 일상","9.33  "
"253","테이커","17살의 킬러","9.84  "
"254","나의 수상한 행성","소년 소녀와 소년","9.88  "
"255","신비한 마녀 도감","유니콘덕후마녀의비밀","9.93  "
"256","타챠노트","프리랜서일기","9.77  "
"257","솔체","이루지못한시작의일기","9.61  "
"258","행복을 찾다.","소녀의 행복은 현재 진행형?","9.86  "
"259","빨간 고백","다시 돌아온 너에게","9.79  "
"260","똥두","사춘기 소녀의 일상","9.70  "
"261","불만있어?","실화119 웹툰","9.89  "
"262","생기발랄 다이어리","대안학교 이야기","9.54  "
"263","조금 수상한 연애시뮬레이션","빛나라☆진심의♥하트","9.84  "
"264","안단테","트라우마극복로맨스","9.77  "
"265","미세만화 주의보","저 세상 단편","9.67  "
"266","봄이와","결혼도 처음 육아도 처음 초보부부의 육아분투기","9.63  "
"267","오늘을 담다.","도시락 일상이야기","9.93  "
"268","문지기","사라진 문지기","9.92  "
"269","게으른 고양이의 soso한 카페이야기","카페운영일상툰","9.85  "
"270","아틀레냐 (구)","구판","9.87  "
"271","정령왕즈","정령왕들이 조잘조잘","9.87  "
"272","오늘의 후기","매일 살아가는 후기","9.79  "
"273","피노키오의 소녀","수상한 마을의 비밀","9.72  "
"274","폭렬!! 극강초맹반","무협풍개그슈트액션","9.72  "
"275","드림캡슐(Dream Capsule)","자유연재","9.89  "
"276","그녀의 거리","그와 그녀의 거리","9.91  "
"277","아이고아이고","삶과 죽음의 이야기","8.83  "
"278","너의 여집합","네가 없는 세상","9.82  "
"279","이상낙원","마법 학원 판타지","9.85  "
"280","바닷속의 춘향","물고기도 사람인데","9.84  "
"281","윈터하츠","연금술사들의 이야기","9.90  "
"282","20&21세기남매","9살차남매일상툰!","9.57  "
"283","오늘도 분홍했분홍","일상힐링툰","9.85  "
"284","기행 공포단편집","공포만화 단편선","9.92  "
"285","시간이 머문 집","수수께끼 판타지","9.94  "
"286","애정이 필요해","불안장애 극복기","9.83  "
"287","별정직 통신사","저승과 이승 외교부","9.71  "
"288","왕과 그림자와 여자","자유연재입니다^^","9.79  "
"289","BeYonD","꿈 여행기","9.83  "
"290","엑소니클","퇴마사 소년만화","9.65  "
"291","동글앤토실","18년 묵은 커플","9.88  "
"292","50m","오십미터","9.54  "
"293","몽글이","멍멍이가 학교가","9.74  "
"294","오늘도 사랑하세요","인싸 큐피드 되기!","9.90  "
"295","달란트","장애인의 초능력..","9.90  "
"296","월국(月國)의 프락세이스","소년과 세계,스피릿","9.69  "
"297","옆집에 그녀가 산다","옆집의 특별한그녀!","9.67  "
"298","라면순대","30대의 웃긴 일상","9.73  "
"299","스파이키 리스키","싱가폴 생활기","9.88  "
"300","중독연구소","우리의 중독 이야기","9.58  "
"301","PI(파이)","주라의 신화 이야기","9.75  "
"302","하나(하루)","하나를 만났다.","9.74  "
"303","스푸키 멜로디","악몽 동화 이야기","9.88  "
"304","주작작 주주작","영짐승 배틀물","9.62  "
"305","양지리정신병원","정신병원에 갇히다","9.29  "
"306","여긴 어디","칭다오 일상툰","9.93  "
"307","아틀레냐 비바체","중단","9.86  "
"308","도원향","우주경찰서 도원향","9.89  "
"309","매일 집밥 한그릇","셀프요리툰","9.89  "
"310","나의 작은 여우별","소원의 여우별","9.93  "
"311","그녀의 버킷리스트","죽기위해 이뤄가는","9.87  "
"312","로어스쿨","액션 소년만화","9.89  "
"313","나눠먹는 로맨스","음식&로맨스","9.72  "
"314","혼자앤피스","인생은 혼자","9.79  "
"315","함께 할 때까지","바카랑호두랑도마뱀","9.63  "
"316","비김 어게인 IN한국 [캐나다에도 산다 시즌 2]","여여커플 일상툰","9.74  "
"317","무지개다리 파수꾼","동물의 말이 들린다","9.74  "
"318","다르디움","기계와 마법의 세계","9.87  "
"319","안녕 외교국","SF 감성 판타지","9.54  "
"320","마법사와 왕자님","로맨스 판타지","9.86  "
"321","이웃집 기린씨!","개그힐링만화","9.91  "
"322","SSAW","네 개의 계절","9.72  "
"323","꼬맹이를 부탁해!","꼬맹이와의 일상!","9.92  "
"324","사막화花","본격 식물 판타지","9.69  "
"325","일요극장","아마도 일상 판타지","9.76  "
"326","수상한 가족협정","우리가 누구게?","9.90  "
"327","투마로홈","매일 다른곳?","9.18  "
"328","부부사기단 늬우스","수요일 연재","9.82  "
"329","요조신사 마초숙녀","힐링로맨스목요일연재","9.75  "
"330","밀웜","밀웜같은 아이","9.59  "
"331","씨름","씨름 뒤집기 한판!","9.01  "
"332","앨리스를 위하여","새로운앨리스이야기","9.87  "
"333","같이 꽃길 걸을까요?","군화곰신커플 일상툰","9.68  "
"334","드래곤메이커","용키우는만화","9.90  "
"335","인비트윈","판타지액션,자유연재","9.51  "
"336","벽(로그아웃)","미스터리 SF 단편","9.82  "
"337","숙천","단 한 번뿐인 생.","9.75  "
"338","오묘한 가족","오묘한가족의 이야기","9.89  "
"339","뼈의 시간","병원 미스테리호러","9.78  "
"340","철수이야기","함께여서 난 좋았어","9.91  "
"341","시나브로 너에게","환상세계가 펼쳐진다","9.66  "
"342","비행소년","나의 첫 친구들","9.91  "
"343","소울","코믹액션 더하기 환타지","8.95  "
"344","Hello Death! [헬로데스]","세상엔신들이너무많아","9.84  "
"345","꿈무덤","꿈 속의 이야기","9.84  "
"346","날개의 기억","학원 로맨스 드라마","9.80  "
"347","개남","한명쯤 키우고 싶은","9.92  "
"348","흔하지 않은 로맨스 유형","청춘남녀 4컷만화","9.91  "
"349","티레시아스","판타지 순정만화","9.86  "
"350","고냥고냥","취준생 고냥이","9.91  "
"351","빌리다이어트","개고생 다이어트","9.82  "
"352","눈깔 소녀","어느날 갑자기","9.87  "
"353","니하오복고","요리하는고양이 복고","9.89  "
"354","여왕의 계절","시대극 판타지 웹툰","9.87  "
"355","스윗칵테일","Self Made","9.38  "
"356","재미개발","IT개발자들 이야기","9.80  "
"357","백수세끼","백수의 삼시세끼","9.54  "
"358","나비 이야기","식물이 무서워","9.90  "
"359","개구리공주","학원판타지","9.89  "
"360","파도의 색깔","판타지 성장 만화","9.90  "
"361","윤덩까툰 시즌2","영국_일상_로맨스","9.71  "
"362","DOOR","귀여운 다크판타지","9.86  "
"363","에리스","남을 속여야 이긴다","9.37  "
"364","용사·마왕·우주인","낙제 용사 이야기","9.90  "
"365","결혼 교과 시간","학교에서배우는결혼","9.82  "
"366","반연(絆緣)","토요일 저녁에만나요","9.90  "
"367","회사원 채대리","회사원 만화","9.84  "
"368","어글리 피플즈","못생긴남자의 이야기","8.88  "
"369","나주금입니다(너에게만 보이는)","유령의 상냥한 위로","9.88  "
"370","ㅎㅋ고모리","은둔형 외톨이인 모리의 성장일기","9.30  "
"371","빅건맨","능력자 살인마","9.65  "
"372","Jun과 나","실화에서 시작된 예대속 색있는 사람들의 색있는 이야기.","9.89  "
"373","림딩동","캠퍼스 농구만화","9.74  "
"374","츤데레","남정네 넷의 츤츤","9.87  "
"375","뿌리네 이야기","매일 가족 명랑 만화","9.77  "
"376","스타체이서","친구에게","9.87  "
"377","사람사이","청춘들의 현실로맨스","9.55  "
"378","누나 한입만화","4컷 일상 먹툰","9.90  "
"379","공대생툰","공대생의 일상","9.78  "
"380","환상여행","단편 모음집","9.90  "
"381","용애어부가","용과 어부 사랑노래","9.93  "
"382","디 언더사이즈드(THE UNDERSIZED)","고등학교농구부이야기","9.53  "
"383","애쉬그레이","판타지","9.90  "
"384","루텔","력家네","9.90  "
"385","뫼비우스의 소설","오각관계 드라마","9.78  "
"386","숲","사연을 그리는 만화","9.93  "
"387","내 열정은 최고조!","한남자의 청춘속 열정적인 일상 에피소드","9.57  "
"388","마이툰","두딸키우는 아재일상","9.67  "
"389","사인검","액션활극 동양판타지","9.84  "
"390","내 매력에 퐁당","내 매력에 퐁당!","9.68  "
"391","우당탕탕 학교가자!","본격! 여고생툰","9.75  "
"392","텃밭부 사건일지","명랑쾌활 살인추리극","9.87  "
"393","헬로사이공","따뜻한 이야기들","9.88  "
"394","뱀파이어클럽의 혈투","뱀파이어클럽의 혈투","8.82  "
"395","날것","해묵은 그림 일기장","8.41  "
"396","에밀리 이야기","어딘지 학교가 익숙하지 않은 에밀리의 학교적응 이야기","9.78  "
"397","괜찮아, 고3이야","너와나의 리얼고3툰","9.91  "
"398","불러줘 내 이름만","캠퍼스 로맨스","9.88  "
"399","탑코너","고교 축구드라마","8.82  "
"400","술타는청춘","청춘들의 개그 일상","9.70  "
"401","갓도령스","꽃도령아이돌 로맨스","9.89  "
"402","캐세랑세라","디스 이즈 러브!","9.92  "
"403","식빵고양이 파운드캣","식빵을 닮은 고양이","9.92  "
"404","후덜덜덜 남극전자","즐거운 회사생활","9.84  "
"405","주근깨 가쵸","의도치 않은 모험","9.72  "
"406","웃지않는 여자","뒤엉킨 과거","9.80  "
"407","B와 당신","흡혈귀 여자친구","9.62  "
"408","우리 집에 최애캐!","최애캐와 동거하자!","9.76  "
"409","이과지옥","이과 발암만화","9.78  "
"410","베이퍼 정키스","퓨처 느와르","9.31  "
"411","상실의 계절","소프트 BL","9.72  "
"412","라스오브이블","2차 세계대전 SF","9.57  "
"413","압락사스","살인자 vs 사이비","9.69  "
"414","도도도","도도의 이야기","9.81  "
"415","살문 (殺門)","살인과 관상","9.68  "
"416","우리에게 내일은","SF판타지 액션활극","9.54  "
"417","빌린 몸","두근두근 순정만화","9.83  "
"418","신선비","한 뱀신랑의 이야기","9.89  "
"419","달무리의 밤","고려시대 사랑이야기","9.78  "
"420","왕립 루브리카 종합학원","판타지학원물","9.91  "
"421","울트라 바이올렛","공대생vs뱀파이어","9.83  "
"422","광고감독의 발암일기","광고감독의 웃픈일상","9.73  "
"423","숲속의 성","허기, 혹은 사랑","9.86  "
"424","페카텀","신과 사제의 이야기","9.76  "
"425","마녀가 잠든 사이에","마녀와 잔혹동화","9.86  "
"426","비차의 캘리툰, 첫 단추","스무살, 첫 단추.","9.86  "
"427","하필 너야?!","그녀와 그 고양이","9.76  "
"428","노바","코지 미스테리 로판","9.89  "
"429","은하!","정 식 연 재","9.88  "
"430","전지적귀신시점","귀신만화.","9.89  "
"431","플래닛자이언","월드와이드 SF극화","9.39  "
"432","그래도 같이살자","고양이 일상툰","9.88  "
"433","십장르","너 장르가 뭐야?","8.36  "
"434","슬기는 슬기를 싫어해!","두소녀의 성장드라마","9.53  "
"435","오늘은 꼭 고백할 거야!","두 남자의 고백공략","9.92  "
"436","사귀자","웹툰작가와 귀신 팬","9.87  "
"437","아더의왕국","왕국의 주인은?","9.89  "
"438","(구) 여우야 여우야","여우와 친구들","9.75  "
"439","1인칭 외국인 시점","프랑스 관찰일기","9.89  "
"440","컬러풀 아이덴티티","패션디자인 학원물","9.64  "
"441","젤리빈 하우스","신비의 보석 젤리빈,그리고 한 명의 마법사.","9.81  "
"442","투애니스(20's)","레스토랑 드라마","9.53  "
"443","잉여특공대","고딩-슈퍼히어로맨스","9.91  "
"444","슈퍼캣","거대고양이 등장!!","9.61  "
"445","킬링타임","과거를 죽여라","9.83  "
"446","과한가족","조금 과한 그들","9.92  "
"447","성장통 소나타","예체능 로맨스","9.89  "
"448","라라의 조그만 작업실","미니어쳐만드는만화","9.79  "
"449","모브","2097년 드라마","9.87  "
"450","이오타","케이 아이가 만났다","9.24  "
"451","너에게나를던진다","아재&고딩의 성장기","9.53  "
"452","초인의시대","지구를 지키는 초인","9.61  "
"453","악마의 레시피","악마와계약한파티시에","9.67  "
"454","대작으로 가는 길","사신소년","9.87  "
"455","물레","대학 공감청춘 만화","9.50  "
"456","이웃집 유부녀","유부녀의 일상 기록","9.90  "
"457","오늘의하루","친구들이야기","9.88  "
"458","개인적인택시","음악이 흐르는 택시","9.93  "
"459","먼데이블루스","프리랜서와 직장인.","8.76  "
"460","카이코","국제 연애 로맨스","9.93  "
"461","결혼 후, 보통의 삶","묘한 중독 짱매의 매일매일","9.91  "
"462","지금만큼은","시공간초월로맨스","9.92  "
"463","아싸가 알아버렸다","아싸탈출 도전기","9.48  "
"464","판타지 여동생!","게임판타지","9.50  "
"465","스물 다섯, 어디로 가야 하죠?","이젠 심지어 스물 여섯","9.87  "
"466","오무라이스 프로젝트","다함께 오무라이스!","9.83  "
"467","코스믹 코믹스","우주 만화","9.89  "
"468","시선스틸러","관심받고싶은이야기","9.63  "
"469","in",".","9.23  "
"470","엑스텐","매주 토요일 연재","9.86  "
"471","미르신화전기","인류의 파멸을 막아라","9.86  "
"472","해바라기 하나","헤어디자이너 해꽃님","9.87  "
"473","남동생과 누나","남매 일상","9.84  "
"474","미스터 신데렐라","신데렐라가 남자라면","9.89  "
"475","그 세계의 공주님","모험판타지","9.87  "
"476","Bugs","이 곳은 모든 것이 빛으로 이뤄진 공간","9.66  "
"477","OO마트에 놀러오세요.","마트 직원 하나씨","9.79  "
"478","악취","악의 냄새","9.77  "
"479","시월이툰","반려견 개그+공감툰","9.93  "
"480","자유의 경계","감옥스릴러","9.86  "
"481","달콩달콩 일상","바카와 호두","9.83  "
"482","달을 그리는 숲","판타지 사극","9.83  "
"483","기코툰","그냥 다 죽자","8.08  "
"484","악마소녀","악마소녀","9.65  "
"485","新조선왕조실록","조선왕조인계자이야기","9.84  "
